source,source_row_id,person_id,reference_year,source_code,level_min,level_max,qa_status,qa_reason
zensus_like_2022,2075,P000297,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2076,P048523,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2077,P015297,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2078,P007847,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2079,P023111,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2080,P027409,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2081,P007046,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2082,P017089,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2083,P025556,2022,UNKNOWN_CODE,,,rejected,unknown_source_code
zensus_like_2022,2084,P001537,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2085,P033559,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,2086,P023282,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2087,P027582,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2088,P034148,2022,,,,flagged,missing_attainment
zensus_like_2022,2089,P029058,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2090,P040251,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2091,P040654,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2092,P019690,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2093,P029183,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2094,P032068,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2095,P029929,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2096,P001447,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2097,P004123,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2098,P049059,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2099,P033476,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2100,P016114,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2101,P012156,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2102,P028777,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2103,P046548,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2104,P035964,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2105,P033430,2022,DOCTORATE,6,6,usable,valid_evidence
zensus_like_2022,2106,P012661,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2107,P013797,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2108,P012050,2022,SCHOOL,2,2,rejected,duplicate_person_year
zensus_like_2022,2109,P033234,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2110,P044555,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2111,P033579,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2112,P041930,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2113,P044413,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2114,P048971,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2115,P030030,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2116,P046208,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2117,P002209,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2118,P039847,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2119,P023648,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2120,P017239,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2121,P018542,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2122,P015581,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2123,P014577,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2124,P010703,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2125,P000942,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2126,P049968,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2127,P009139,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2128,P000677,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2129,P032704,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2130,P022004,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2131,P032116,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2132,P024096,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2133,P008833,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2134,P017367,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2135,P022016,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2136,P042405,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2137,P043333,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2138,P021292,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2139,P024773,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2140,P023252,2022,,,,flagged,missing_attainment
zensus_like_2022,2141,P014337,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2142,P007559,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2143,P009482,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2144,P042682,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2145,P012282,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2146,P015196,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2147,P005375,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2148,P019469,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2149,P022131,2022,DOCTORATE,6,6,usable,valid_evidence
zensus_like_2022,2150,P029315,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2151,P038083,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2152,P006174,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2153,P030757,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2154,P042351,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2155,P017595,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2156,P043168,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2157,P036561,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2158,P049226,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2159,P034554,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2160,P037081,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2161,P023692,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,2162,P047464,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2163,P047222,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2164,P030632,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2165,P040749,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2166,P023391,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2167,P031649,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2168,P016618,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2169,P046111,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2170,P029608,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2171,P011247,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2172,P020987,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2173,P032515,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2174,P018785,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2175,P001485,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2176,P007031,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2177,P037505,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2178,P027468,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2179,P001011,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2180,P024722,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2181,P013829,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2182,P007757,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2183,P015519,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2184,P006844,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2185,P017361,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2186,P035023,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2187,P027758,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2188,P037049,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2189,P024662,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2190,P041046,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2191,P040320,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2192,P047591,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,2193,P003572,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2194,P037489,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2195,P025903,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2196,P025642,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2197,P014837,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2198,P015385,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2199,P040651,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2200,P017648,2022,,,,flagged,missing_attainment
zensus_like_2022,2201,P025231,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,2202,P021033,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2203,P017593,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2204,P049582,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2205,P024511,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2206,P039545,2022,DOCTORATE,6,6,usable,valid_evidence
zensus_like_2022,2207,P025117,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,2208,P045358,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2209,P048408,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2210,P009938,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2211,P022874,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2212,P028253,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2213,P014641,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2214,P024625,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2215,P049986,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2216,P021733,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2217,P010782,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2218,P014038,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2219,P014511,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2220,P036204,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2221,P020965,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2222,P037108,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2223,P026760,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2224,P013367,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2225,P046932,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,2226,P012173,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2227,P027810,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2228,P040663,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2229,P049895,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2230,P031421,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2231,P040008,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2232,P048912,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2233,P040166,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2234,P042483,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2235,P047274,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2236,P043346,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2237,P048966,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2238,P044755,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2239,P016597,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2240,P002086,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2241,P026419,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2242,P002471,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2243,P006991,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2244,P024697,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2245,P019066,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2246,P011842,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2247,P019062,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2248,P008164,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2249,P029748,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2250,P049561,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2251,P042163,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2252,P019312,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2253,P031116,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2254,P049152,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2255,P035233,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2256,P047161,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2257,P038559,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2258,P014351,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2259,P020996,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2260,P009038,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2261,P020081,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2262,P049683,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2263,P043824,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2264,P014938,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2265,P025120,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2266,P006261,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2267,P044920,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,2268,P006868,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2269,P016792,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2270,P041849,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2271,P034852,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2272,P045193,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2273,P023896,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2274,P024148,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2275,P049860,2022,DOCTORATE,6,6,usable,valid_evidence
zensus_like_2022,2276,P048977,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2277,P005928,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2278,P032956,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2279,P011420,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2280,P030072,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2281,P013088,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2282,P024057,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2283,P008493,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2284,P006907,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2285,P003282,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2286,P030459,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2287,P007627,2022,DOCTORATE,6,6,usable,valid_evidence
zensus_like_2022,2288,P028661,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2289,P007514,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2290,P039345,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2291,P029454,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2292,P041065,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2293,P021944,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2294,P010609,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2295,P046734,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2296,P040723,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2297,P046862,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2298,P033000,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2299,P001148,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2300,P044987,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2301,P025271,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2302,P049758,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2303,P025409,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2304,P004155,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2305,P032382,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2306,P005413,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2307,P035891,2022,,,,flagged,missing_attainment
zensus_like_2022,2308,P049991,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2309,P035494,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2310,P021623,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2311,P038761,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2312,P048548,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2313,P028325,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2314,P023335,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2315,P026691,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2316,P007967,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2317,P012380,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2318,P037317,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2319,P022716,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2320,P005620,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2321,P044771,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2322,P006171,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2323,P030367,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2324,P019887,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2325,P033192,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2326,P041912,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2327,P046022,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2328,P002498,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2329,P019619,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2330,P007147,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2331,P011345,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,2332,P018319,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2333,P036474,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2334,P025655,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2335,P020667,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2336,P005747,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2337,P015946,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2338,P020389,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2339,P047931,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2340,P006552,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2341,P014769,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2342,P017071,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2343,P005836,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2344,P022996,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2345,P049865,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2346,P011066,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2347,P017440,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2348,P047310,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2349,P027131,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2350,P038333,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2351,P039491,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,2352,P014091,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2353,P032076,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2354,P020177,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2355,P049682,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2356,P040239,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2357,P034783,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2358,P045840,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2359,P024634,2022,,,,flagged,missing_attainment
zensus_like_2022,2360,P043155,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2361,P044387,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2362,P021142,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2363,P042829,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2364,P024958,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2365,P011668,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,2366,P044477,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2367,P006135,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2368,P049011,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2369,P035113,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2370,P009600,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2371,P017734,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2372,P036925,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2373,P013239,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2374,P023699,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,2375,P038562,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2376,P016250,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2377,P014273,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2378,P043230,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2379,P002322,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2380,P041548,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2381,P039144,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2382,P020051,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2383,P046293,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2384,P019579,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2385,P012606,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2386,P038589,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2387,P047189,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2388,P019684,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2389,P044688,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,2390,P034892,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2391,P033653,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2392,P031631,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2393,P000680,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,2394,P043754,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,2395,P036548,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2396,P003234,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2397,P008663,2022,DOCTORATE,6,6,usable,valid_evidence
zensus_like_2022,2398,P048363,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2399,P038078,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2400,P025126,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2401,P046047,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,2402,P040991,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,2403,P006438,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,2404,P010957,2022,SCHOOL,2,2,usable,valid_evidence
